age,workclass,fnlwgt,educational.num,marital.status,race,gender,capital.gain,capital.loss,hours.per.week,occupation_office,occupation_Prof,occupation_worker,income
65,0,316093,15,0,1,1,0,1668,40,0,1,0,0
21,1,250051,10,0,1,0,0,0,10,0,1,0,0
26,0,109193,10,0,1,0,0,0,40,0,0,1,0
18,1,130849,7,0,1,0,0,0,8,0,0,0,0
34,0,43959,9,1,1,1,0,0,50,0,0,0,0
44,0,27242,10,0,1,1,0,0,60,0,0,1,0
30,1,53158,12,0,1,0,0,0,40,1,0,0,0
36,0,206520,13,0,1,1,0,0,40,0,0,1,0
31,1,164190,10,1,1,1,0,0,50,0,1,0,1
22,1,287988,10,0,1,1,0,0,20,1,0,0,0
23,1,83891,9,0,0,1,0,0,40,1,0,0,0
49,1,65087,14,1,1,1,15024,0,50,0,1,0,1
39,0,363418,13,0,1,1,0,0,35,0,0,1,0
19,1,278870,10,0,1,1,0,0,16,0,0,0,0
30,1,174789,12,1,1,1,0,1848,50,0,1,0,1
46,1,263568,9,1,1,1,0,0,40,0,0,1,0
37,1,117381,14,1,1,1,0,0,45,0,1,0,0
41,0,83411,9,1,1,1,0,0,40,0,0,0,0
40,0,49156,10,1,1,1,0,0,20,0,1,0,0
44,1,421449,9,0,1,0,0,0,40,1,0,0,0
32,1,238944,9,1,1,1,0,0,40,0,0,1,0
58,1,188982,9,1,0,1,0,0,20,0,0,0,1
48,1,175925,9,1,1,1,0,0,48,0,0,1,0
34,1,164190,13,1,1,1,0,0,40,0,1,0,0
29,1,232914,11,0,0,0,0,0,40,1,0,0,0
46,0,120121,13,1,1,1,0,0,50,1,0,0,1
36,0,180805,9,0,0,1,0,0,40,0,0,1,0
59,0,161944,13,0,1,1,0,0,38,1,0,0,0
25,1,290528,9,1,1,1,0,0,40,0,0,1,0
48,1,34186,9,1,1,1,0,0,70,0,0,1,0
51,0,282680,16,0,1,0,0,1564,70,0,1,0,1
36,1,183892,9,0,1,1,8614,0,45,0,0,1,1
49,0,55938,13,1,1,1,0,0,40,1,0,0,1
33,1,209900,10,0,1,1,0,0,20,1,0,0,0
40,1,179717,13,0,1,1,0,1564,60,1,0,0,1
26,1,150361,13,0,1,0,0,0,40,0,1,0,0
30,1,205204,9,0,1,0,0,0,40,1,0,0,0
31,0,168906,12,1,1,0,0,0,35,1,0,0,0
30,1,112115,13,1,1,1,0,0,50,0,1,0,1
27,1,116531,13,0,1,0,0,0,40,0,1,0,0
56,1,191917,12,0,1,0,4101,0,40,1,0,0,0
24,1,341294,9,1,1,1,0,0,40,0,0,1,0
47,1,216734,13,0,1,0,0,0,50,1,0,0,0
51,1,182187,13,0,0,1,0,0,35,0,1,0,0
34,1,424988,9,1,1,1,0,0,45,0,0,1,0
47,1,379118,9,0,0,1,0,0,9,0,0,0,0
47,1,168232,10,1,1,1,0,0,44,1,0,0,1
31,1,193650,7,0,1,0,0,0,40,0,0,0,0
42,1,200187,11,0,1,0,0,0,32,0,0,0,0
56,1,398067,9,0,1,0,0,0,40,1,0,0,0
53,1,29658,9,1,1,1,0,0,40,0,0,1,1
26,1,154966,10,1,1,1,0,0,50,1,0,0,1
81,1,364099,10,0,1,0,0,0,20,1,0,0,0
57,0,97837,10,0,1,1,0,0,48,0,1,0,1
34,1,117983,9,0,1,0,0,0,40,1,0,0,0
24,1,64167,11,0,0,0,0,0,40,1,0,0,0
20,1,315877,9,0,1,1,0,2001,40,0,0,0,0
68,0,232151,10,0,0,0,2346,0,40,1,0,0,0
60,1,225526,9,0,1,0,0,0,32,1,0,0,0
37,0,289653,10,1,1,1,0,0,40,0,0,1,0
25,1,179462,4,0,1,1,0,0,40,0,0,0,0
36,0,67317,9,1,1,1,0,0,40,1,0,0,0
45,1,77764,12,1,1,1,0,0,40,0,0,1,0
34,1,253438,10,1,1,1,0,0,60,0,1,0,1
31,1,150309,13,0,1,0,0,0,70,0,1,0,0
47,0,83064,13,1,1,1,0,0,60,0,0,1,0
60,0,376973,9,1,1,1,0,0,42,0,0,1,1
75,1,311184,13,1,1,1,0,0,24,0,1,0,0
43,0,159449,10,1,1,1,0,0,40,1,0,0,0
18,1,168288,9,0,1,1,0,0,40,0,0,0,0
20,1,275190,9,0,1,0,0,0,40,1,0,0,0
32,1,189838,9,0,1,0,0,0,50,1,0,0,0
57,0,101338,13,1,1,1,0,0,20,0,1,0,0
43,1,331894,10,1,1,1,0,0,60,0,0,1,1
18,0,40293,9,0,1,1,0,0,40,0,0,1,0
41,0,88904,13,0,0,0,0,0,40,0,1,0,0
35,1,46385,9,1,1,1,5178,0,90,0,0,1,1
41,0,363591,11,1,1,1,0,0,40,0,1,0,0
23,1,183327,9,0,0,0,0,1594,20,0,0,1,0
32,0,182556,13,1,1,1,0,1887,45,1,0,0,1
58,1,190747,9,1,1,1,0,0,40,0,0,1,0
22,1,162869,10,0,1,1,0,0,65,1,0,0,0
33,1,141229,10,0,1,0,0,0,50,0,0,0,0
42,0,174216,15,1,1,1,0,0,38,0,1,0,1
25,1,366416,9,0,1,0,0,0,40,1,0,0,0
39,1,172538,9,1,1,1,0,0,50,0,1,0,1
35,1,193026,13,1,1,1,0,0,45,1,0,0,1
50,1,184424,10,1,1,0,0,1902,38,1,0,0,1
49,0,337768,14,1,1,1,0,0,50,0,1,0,1
25,0,179059,13,0,1,1,0,0,40,0,1,0,0
47,0,99549,10,0,0,0,0,0,40,1,0,0,0
46,1,72619,10,1,1,0,0,0,40,0,1,0,1
42,0,55764,12,0,0,1,0,0,40,0,1,0,0
37,1,30267,7,0,1,1,0,0,60,0,0,1,1
29,1,206351,6,1,1,1,5013,0,40,0,0,1,0
26,1,282304,10,0,1,1,0,0,45,1,0,0,0
45,0,142719,13,1,1,1,0,0,40,0,1,0,1
34,1,114973,9,0,1,0,0,0,30,0,1,0,0
33,0,159548,12,0,0,0,0,0,40,1,0,0,0
43,1,91209,13,1,1,1,0,0,40,0,1,0,1
28,1,196564,9,1,1,1,0,0,45,0,0,1,0
51,0,149220,10,1,1,1,0,0,75,0,0,1,0
21,1,169699,10,0,1,0,0,0,35,0,0,0,0
23,1,218215,12,0,1,0,0,0,35,0,0,0,0
30,1,156718,9,0,1,0,0,0,40,1,0,0,0
46,1,55720,14,1,1,1,0,0,45,0,1,0,1
38,0,257250,9,0,1,1,0,0,50,0,0,1,0
20,1,194630,9,0,1,1,0,0,40,1,0,0,0
36,1,398931,13,1,1,1,0,1485,50,0,1,0,1
37,0,362062,15,1,1,1,99999,0,50,0,1,0,1
44,0,101593,14,0,1,1,0,1876,42,0,1,0,0
33,1,196266,9,1,1,1,0,0,40,0,0,1,1
45,0,197332,13,0,1,1,0,0,40,0,1,0,0
47,1,97842,10,1,1,1,0,0,40,0,0,1,0
54,1,86837,9,1,0,1,0,1902,40,0,0,1,1
17,1,57324,6,0,1,1,0,0,30,0,0,0,0
45,1,154430,13,0,1,0,10520,0,50,0,1,0,1
37,1,38468,10,0,1,0,0,0,40,1,0,0,0
44,0,188808,11,1,1,1,0,0,40,0,0,1,1
55,0,177163,14,0,1,0,914,0,50,0,1,0,0
41,1,187322,9,1,1,1,0,0,48,0,0,1,0
23,1,107578,13,0,1,0,2174,0,40,1,0,0,0
38,1,168680,10,0,0,0,0,0,40,1,0,0,0
35,1,360799,9,1,1,1,7298,0,40,0,0,1,1
18,1,188476,7,0,1,1,0,0,20,0,1,0,0
47,1,30457,11,1,1,1,0,0,40,0,0,0,0
25,1,252752,10,0,1,0,0,0,8,0,1,0,0
41,0,443508,9,1,1,1,0,0,50,0,1,0,0
41,1,178983,9,1,1,0,0,0,40,1,0,0,0
26,1,143068,10,1,1,1,2407,0,50,0,1,0,0
30,0,247328,10,0,1,1,0,0,40,1,0,0,0
42,1,201732,10,1,1,1,0,0,40,1,0,0,1
35,1,246829,9,0,1,0,0,0,40,0,1,0,0
29,1,119170,10,0,1,0,0,0,40,1,0,0,0
21,1,207923,10,1,1,0,0,0,15,1,0,0,0
48,0,170142,14,0,1,1,0,0,40,0,1,0,1
44,0,187164,9,0,1,1,0,0,60,0,0,1,0
34,0,303867,5,0,1,1,0,0,40,0,0,0,0
19,1,291429,9,0,1,0,0,0,25,0,0,0,0
32,1,213179,10,0,1,1,0,0,40,0,0,1,1
31,0,111843,12,0,0,0,0,0,40,0,0,0,0
25,1,297154,9,1,1,1,2407,0,40,0,0,0,0
47,0,68493,9,1,0,1,0,0,40,1,0,0,1
46,0,340718,7,0,1,0,0,0,40,1,0,0,0
18,1,194059,8,0,1,1,0,0,40,1,0,0,0
31,1,47296,10,1,1,0,0,1740,20,1,0,0,0
28,0,286310,9,1,1,0,0,0,40,1,0,0,0
38,1,207202,9,1,1,1,0,0,48,0,0,1,1
33,0,132601,9,1,1,1,0,0,40,0,0,1,1
41,1,160785,11,1,1,1,0,0,40,0,1,0,1
46,1,117849,10,1,1,1,15024,0,40,1,0,0,1
38,0,225605,10,1,1,1,0,0,44,0,1,0,0
24,1,190290,13,0,1,1,0,0,60,1,0,0,0
49,1,164799,9,1,1,1,0,0,40,0,0,1,1
60,0,21876,10,0,0,0,0,0,40,0,1,0,0
44,1,160785,13,1,1,1,0,0,60,1,0,0,1
63,0,272425,11,1,1,1,0,0,40,0,1,0,1
40,1,168538,9,1,1,1,0,0,60,1,0,0,1
45,0,204205,10,1,1,1,0,0,50,0,1,0,1
49,1,142287,10,1,1,1,0,1902,50,1,0,0,1
36,1,169926,9,0,1,0,0,0,40,1,0,0,0
65,0,205024,9,1,1,1,0,0,8,0,0,0,0
41,1,374764,13,0,1,1,0,0,20,0,1,0,0
25,1,108779,14,0,1,0,0,0,40,0,0,0,0
60,1,227332,11,0,1,1,0,0,40,1,0,0,0
28,1,51331,12,1,1,0,0,0,16,0,1,0,1
31,1,153078,12,0,0,1,0,0,50,0,0,1,0
47,1,169180,14,0,1,0,0,0,35,0,1,0,0
45,0,193451,10,1,1,1,0,0,45,0,0,1,0
51,1,305147,13,0,1,1,0,0,40,0,1,0,0
23,1,138892,9,0,0,1,0,0,40,0,0,1,0
44,0,402397,14,1,1,0,0,1902,60,0,1,0,1
34,1,223267,9,0,1,1,0,0,50,0,1,0,0
19,1,29250,10,0,1,1,0,0,10,0,1,0,0
46,0,29696,9,1,1,1,0,0,40,0,0,1,0
56,1,282023,15,1,1,1,0,0,45,0,1,0,1
29,1,77760,9,1,1,1,0,0,45,1,0,0,0
46,0,148599,14,1,1,1,0,0,50,0,0,1,1
55,1,414994,9,1,1,1,0,0,40,0,0,1,0
45,1,339863,13,0,1,1,8614,0,48,1,0,0,1
41,1,252058,13,0,1,1,0,0,40,1,0,0,0
34,1,117963,15,1,1,1,0,0,50,0,1,0,1
27,1,194652,9,0,0,1,0,0,40,0,0,1,0
29,1,299705,10,0,0,1,0,0,37,0,0,0,0
19,0,27433,8,0,1,0,0,0,30,0,0,0,0
47,0,39986,13,1,1,1,0,0,40,0,1,0,0
43,0,135342,10,1,1,1,0,0,50,0,1,0,1
52,1,270142,11,0,0,0,0,0,60,0,1,0,0
33,0,118267,12,0,1,1,0,0,60,1,0,0,0
29,1,266043,5,1,1,1,0,0,40,0,0,1,0
23,1,35633,9,1,1,1,0,0,40,0,0,0,0
23,1,74568,10,0,1,1,0,0,40,0,1,0,0
39,1,214816,13,1,1,1,0,0,60,0,1,0,0
31,1,259425,9,1,1,1,0,0,40,0,0,1,1
47,0,212120,9,1,1,1,0,0,40,0,0,1,1
26,1,245880,9,0,1,1,0,0,60,1,0,0,0
58,0,54947,10,0,1,0,0,0,55,0,1,0,0
47,0,79627,15,0,1,1,27828,0,50,0,1,0,1
55,1,151474,13,0,1,0,0,1590,38,1,0,0,0
26,1,132661,9,1,1,0,5013,0,40,0,1,0,0
28,1,161674,9,0,1,0,0,0,40,0,0,1,0
36,1,62346,9,1,0,1,0,0,40,0,0,1,0
40,1,227236,9,1,1,1,0,0,50,1,0,0,0
19,1,283033,7,0,1,1,0,0,40,0,0,0,0
63,0,298249,13,1,1,1,10605,0,40,1,0,0,1
42,1,251229,13,1,1,1,0,0,40,0,0,1,0
76,1,199949,5,1,1,1,0,0,13,1,0,0,0
23,0,305498,11,0,1,0,0,0,40,1,0,0,0
38,0,203836,3,0,1,1,0,0,40,0,0,1,0
48,0,142719,14,1,1,1,0,0,40,0,1,0,1
56,1,119859,10,0,1,1,0,0,40,0,0,1,1
32,1,141410,9,1,0,1,0,0,40,0,0,1,0
44,0,202872,10,0,1,0,0,0,25,0,1,0,0
27,1,198813,9,0,0,0,0,0,40,1,0,0,0
33,0,129707,10,0,1,1,0,0,50,0,1,0,0
44,1,173981,9,1,1,1,0,0,40,0,0,1,0
42,1,108506,9,1,0,1,0,0,60,0,0,1,0
34,1,134886,10,0,1,0,0,0,40,1,0,0,0
45,0,181970,9,1,1,1,0,1672,40,1,0,0,0
59,0,196013,13,1,1,1,0,0,40,0,1,0,1
33,0,348491,10,1,0,0,0,0,40,0,1,0,1
17,1,121037,8,0,1,0,0,0,15,1,0,0,0
63,0,147589,13,1,1,1,0,0,30,1,0,0,1
20,1,24008,10,0,1,1,0,0,24,0,0,0,0
42,0,123838,15,1,1,1,0,1977,50,0,1,0,1
50,0,175456,9,1,1,1,0,0,50,0,0,1,0
55,1,84774,9,1,1,0,0,0,30,0,0,0,0
27,1,194590,12,1,0,0,0,0,25,1,0,0,0
28,1,134566,13,1,1,1,0,0,45,0,1,0,0
55,1,211678,11,1,1,1,0,0,45,0,0,1,0
44,0,44822,10,1,1,1,0,0,40,0,0,1,0
53,0,144586,10,0,1,0,0,0,40,1,0,0,0
23,1,119156,9,1,1,1,0,0,40,0,0,1,0
25,1,371987,9,0,1,0,0,0,40,1,0,0,0
44,0,144125,13,0,1,0,0,0,40,0,1,0,0
55,1,31905,14,1,1,1,0,1977,40,0,1,0,1
48,0,121124,10,1,1,1,0,0,35,0,1,0,1
46,1,58126,9,1,1,1,0,0,40,0,0,1,0
26,1,318518,10,0,1,1,0,0,40,0,0,1,0
32,1,473133,14,1,1,1,0,0,40,0,1,0,1
52,1,155434,9,1,1,1,0,0,48,0,1,0,0
52,1,99185,9,1,1,1,7298,0,50,1,0,0,1
39,1,56648,9,0,1,0,0,0,47,1,0,0,0
57,0,118481,13,1,1,1,0,1902,40,0,1,0,1
21,1,321666,9,0,1,1,594,0,40,0,0,1,0
22,0,119838,10,0,1,1,0,0,10,0,0,0,0
26,1,330695,10,1,1,1,0,0,40,0,0,1,0
26,0,58039,10,1,1,1,0,0,40,0,0,0,0
44,1,313022,11,1,0,1,0,0,40,0,1,0,1
42,1,178134,10,0,1,0,0,0,30,1,0,0,0
40,1,165309,10,1,1,1,0,0,43,0,0,1,0
22,1,216181,7,0,1,1,0,0,45,0,0,1,0
62,1,178745,9,1,1,1,0,0,45,0,0,1,1
44,1,111067,10,1,1,1,0,0,40,0,0,1,0
45,1,123075,9,1,1,1,0,0,50,0,1,0,0
18,1,78045,7,1,1,1,0,0,40,0,0,0,0
32,0,255004,10,0,1,1,0,0,40,0,0,1,0
33,1,254221,16,0,1,0,0,0,60,0,1,0,1
20,1,174714,10,0,1,1,0,0,15,0,1,0,0
68,0,450580,9,1,1,1,0,0,20,0,0,1,0
61,1,128230,4,1,1,1,0,0,50,1,0,0,1
48,1,192894,16,1,1,1,0,0,40,0,1,0,1
45,1,325390,9,1,1,1,0,0,40,1,0,0,0
36,0,20333,9,1,1,0,7688,0,40,1,0,0,1
32,0,128714,9,0,0,0,0,0,32,0,0,0,0
35,1,170797,13,0,1,0,0,0,40,0,0,0,0
39,1,269186,9,1,1,1,0,0,40,0,0,1,0
53,1,127671,4,1,1,1,0,0,40,0,0,1,0
30,1,211840,10,0,0,0,0,0,16,1,0,0,0
40,1,201495,13,0,1,1,0,0,45,1,0,0,0
41,1,279297,9,0,0,0,0,0,60,1,0,0,0
52,0,195462,9,1,1,1,0,0,98,0,0,1,1
33,1,170769,9,1,1,1,0,0,40,0,0,1,0
28,1,142443,9,0,1,1,0,0,40,0,0,1,0
25,0,182809,9,1,1,1,7298,0,40,0,0,1,1
53,1,121441,10,1,1,1,0,0,55,1,0,0,0
44,1,275094,2,0,1,1,0,0,10,0,0,0,0
35,1,170263,9,0,1,0,0,0,40,0,1,0,0
34,1,178615,9,1,1,1,0,0,40,0,0,1,0
33,1,279524,9,0,1,0,0,0,40,0,0,1,0
24,0,165201,10,1,1,0,0,0,45,1,0,0,0
65,0,323006,9,0,0,0,0,0,25,0,0,0,0
29,1,235168,12,1,1,1,0,0,60,1,0,0,0
39,0,114844,15,1,1,1,99999,0,65,0,1,0,1
46,0,216414,10,1,1,1,0,0,40,1,0,0,1
37,1,34378,4,1,1,1,2580,0,60,0,0,1,0
47,0,80914,14,1,1,1,0,0,47,0,1,0,1
62,1,73292,10,1,1,1,0,0,40,0,0,0,0
54,0,212165,9,1,1,1,0,0,60,1,0,0,0
90,1,52386,10,0,0,1,0,0,35,0,0,0,0
33,1,205649,12,1,1,1,0,0,20,0,0,1,0
57,1,109638,10,1,1,1,0,1672,45,0,1,0,0
25,1,200408,12,0,1,1,0,0,40,0,0,1,0
44,0,187720,10,1,1,1,0,0,50,1,0,0,1
52,1,236180,13,1,1,1,0,0,50,0,0,0,0
21,1,118693,10,0,1,1,0,0,40,0,0,1,0
31,1,363130,9,0,0,1,0,0,18,0,0,0,0
59,0,243612,9,0,1,0,0,0,40,0,0,1,0
29,0,160786,9,1,1,1,0,0,55,0,1,0,0
49,1,234320,4,0,0,1,0,0,45,0,1,0,0
34,1,314646,5,1,1,1,0,0,40,0,0,1,0
22,1,124971,13,0,1,1,0,0,40,1,0,0,0
39,0,121838,9,0,0,0,0,0,40,0,0,0,0
46,1,265275,14,1,1,1,0,0,60,0,1,0,0
50,1,71417,9,1,1,1,3103,0,40,0,0,1,1
34,1,45522,9,0,1,1,0,0,40,0,0,0,0
28,0,250135,14,1,1,0,0,1902,55,0,1,0,0
18,1,120283,8,0,1,0,0,0,24,1,0,0,0
20,1,216972,9,0,1,1,0,0,30,1,0,0,0
20,1,116791,9,0,1,0,0,0,40,0,0,1,0
55,0,26290,11,0,0,0,0,0,38,0,1,0,0
22,1,216134,10,0,0,0,0,0,40,1,0,0,0
60,0,143932,14,1,1,1,0,0,40,0,1,0,0
40,1,217120,6,0,1,1,0,0,50,0,0,1,0
47,0,223944,10,1,1,0,0,0,30,1,0,0,0
57,0,44273,9,0,1,0,0,0,40,0,0,1,0
52,1,178983,7,1,1,1,0,0,40,0,0,0,0
42,1,219288,4,0,1,1,0,0,40,0,0,1,0
25,1,349190,12,0,1,1,0,0,20,0,0,0,0
49,0,158685,9,1,1,0,0,2377,40,1,0,0,1
41,0,57924,10,0,1,1,0,0,40,1,0,0,0
40,0,270324,11,1,0,1,0,0,30,0,0,0,0
38,1,33001,13,1,1,1,0,0,55,0,1,0,1
26,1,192506,13,0,0,0,0,0,35,0,0,0,0
28,1,273929,9,1,1,1,0,1628,60,1,0,0,0
42,1,195821,9,0,1,0,0,0,40,1,0,0,0
28,1,56179,10,0,1,1,2174,0,55,0,1,0,0
39,0,124090,5,1,1,1,0,0,40,0,0,1,0
28,1,199600,9,1,0,1,0,0,40,0,0,1,0
42,1,255847,9,1,1,1,4386,0,48,0,0,1,1
51,0,218311,10,0,1,0,0,0,50,1,0,0,0
27,1,167336,10,0,1,0,0,0,39,1,0,0,0
41,1,59938,9,0,1,0,0,0,43,1,0,0,0
28,1,263728,13,1,1,1,0,0,40,0,0,1,0
54,0,278230,10,0,1,0,10520,0,30,0,0,1,1
49,1,43910,9,1,1,0,0,0,30,1,0,0,0
47,1,190139,14,1,1,1,0,0,40,0,1,0,1
27,1,109001,10,1,1,1,0,0,49,0,0,1,0
42,0,159931,13,1,1,0,0,0,45,0,1,0,1
32,1,194987,9,1,0,0,0,0,40,1,0,0,0
32,0,87310,9,1,1,1,0,0,41,0,0,0,0
27,1,133937,14,0,1,1,0,0,40,1,0,0,0
29,1,207064,9,1,1,1,0,0,40,0,0,1,1
22,1,36011,11,0,1,1,0,0,30,0,1,0,0
41,0,168294,9,1,1,1,5178,0,40,1,0,0,1
49,0,194895,10,1,1,1,7298,0,40,0,0,0,1
58,0,49884,9,1,1,1,0,0,50,0,0,1,0
41,0,27305,9,1,1,1,7688,0,40,0,0,1,1
26,1,229977,5,1,1,1,0,0,35,0,0,1,0
21,1,64520,9,0,1,1,0,0,55,1,0,0,0
37,1,305379,13,1,1,1,0,0,50,0,1,0,1
23,1,202284,13,0,1,1,0,0,20,1,0,0,0
42,0,99185,10,1,1,1,0,0,40,0,1,0,1
25,1,159662,9,1,1,1,0,0,26,1,0,0,1
67,1,197865,10,0,1,0,0,0,40,1,0,0,0
41,0,175149,9,0,0,0,0,0,38,0,0,1,0
49,0,349633,14,1,1,0,0,0,50,0,1,0,1
18,1,242893,7,0,1,1,0,0,35,0,0,1,0
25,1,218667,3,1,1,1,0,0,40,0,0,0,0
43,0,144811,15,0,1,1,0,0,50,0,1,0,0
38,1,146091,16,1,1,0,99999,0,36,0,1,0,1
65,0,226215,13,1,1,1,0,0,15,1,0,0,0
66,1,114447,11,0,1,0,0,0,35,0,1,0,0
33,1,124187,7,0,0,1,0,0,60,0,0,1,0
51,1,147954,9,1,0,0,3411,0,38,1,0,0,0
27,0,64379,9,1,1,1,0,1740,40,0,0,1,0
17,1,156501,8,0,1,0,0,0,16,0,0,0,0
32,1,207668,13,1,1,1,15024,0,45,0,1,0,1
43,0,115603,10,0,1,0,0,0,40,1,0,0,0
63,1,275034,13,1,1,1,0,1740,35,1,0,0,0
42,1,56483,12,0,1,0,0,0,40,1,0,0,0
43,0,144778,13,0,1,1,0,0,40,0,1,0,1
41,0,297248,15,1,1,1,0,2415,45,0,1,0,1
17,1,137042,6,0,1,1,0,0,20,0,1,0,0
30,0,33308,9,0,1,1,0,0,40,0,0,1,0
22,1,41763,10,0,1,1,0,0,25,0,0,0,0
28,1,149734,9,0,0,0,0,0,52,0,0,0,0
24,1,349691,10,0,0,0,0,0,40,1,0,0,0
47,1,185385,6,1,1,1,0,0,40,0,0,1,1
34,0,174463,11,0,1,1,0,0,50,0,0,1,0
26,1,236068,10,0,1,0,0,0,20,1,0,0,0
25,1,91334,11,1,1,1,0,0,75,0,1,0,0
28,1,33895,13,0,1,1,0,0,45,1,0,0,0
36,1,214816,9,0,1,0,0,0,40,0,0,1,0
24,1,229773,13,0,1,1,0,0,40,0,1,0,0
44,1,266135,13,1,1,1,0,0,50,0,1,0,1
18,1,300379,8,0,1,1,0,0,12,1,0,0,0
54,0,392502,10,1,1,1,0,0,40,0,1,0,1
61,1,73809,10,0,1,0,0,0,40,1,0,0,0
51,1,193720,13,1,1,1,0,0,45,0,1,0,1
43,1,316183,4,1,1,1,0,0,40,0,0,1,0
51,1,162944,9,1,1,1,0,0,40,0,0,1,0
50,0,186888,9,1,0,0,0,0,40,0,1,0,1
24,1,192017,10,1,1,1,0,0,30,0,0,0,0
20,0,161978,10,1,1,1,0,0,20,0,0,0,0
52,1,202930,13,0,1,1,0,0,40,0,1,0,1
57,0,323309,4,0,1,1,0,0,40,0,0,0,0
49,0,197332,10,1,1,1,0,0,60,1,0,0,0
22,1,271274,7,0,1,0,0,0,40,1,0,0,0
38,1,174242,10,1,1,1,0,0,40,1,0,0,1
21,1,209483,10,0,1,0,0,0,20,1,0,0,0
39,0,99146,13,1,1,1,0,1887,60,1,0,0,1
52,0,102346,10,0,1,0,0,0,35,0,1,0,0
25,1,181666,12,0,1,0,0,0,40,1,0,0,0
35,0,82622,10,1,1,1,0,0,80,0,1,0,0
50,1,202296,11,0,1,0,0,0,40,0,1,0,0
58,1,142182,9,1,1,1,0,0,25,0,0,1,0
48,0,94342,13,0,1,1,0,0,45,0,1,0,0
18,1,181712,7,0,1,1,0,0,12,0,0,0,0
29,0,164607,9,1,1,1,0,0,40,0,0,1,0
52,0,41496,10,1,1,1,0,0,45,1,0,0,0
63,1,143098,9,1,1,1,4064,0,40,1,0,0,0
36,0,196529,14,1,1,0,0,0,40,0,1,0,1
24,1,157332,10,0,1,0,0,0,42,0,0,1,0
30,0,154935,12,0,0,1,0,0,40,1,0,0,0
21,1,362589,13,0,1,0,0,0,20,0,0,0,0
20,1,309580,9,0,1,1,0,0,40,1,0,0,0
21,1,349365,10,0,1,0,0,0,15,1,0,0,0
27,1,376936,9,0,1,1,0,0,40,0,0,1,0
42,1,179557,10,0,1,0,0,0,40,1,0,0,0
21,1,105577,10,0,1,0,0,0,30,0,0,0,0
51,1,224207,10,1,1,1,0,0,40,1,0,0,1
27,0,47907,13,0,1,0,0,0,40,1,0,0,0
23,0,191283,9,0,1,1,0,0,40,0,0,1,0
57,1,20953,10,1,1,1,0,1902,40,1,0,0,1
22,0,186569,13,0,1,0,0,0,12,0,1,0,0
59,1,43221,5,1,1,1,0,0,60,0,0,1,1
38,1,161141,9,0,1,1,0,0,40,0,0,1,0
20,1,203003,9,0,1,1,0,0,40,0,0,1,0
90,1,141758,5,0,1,0,0,0,40,1,0,0,0
35,1,113322,11,1,1,1,0,0,40,1,0,0,0
50,1,343847,9,1,1,1,0,0,38,1,0,0,1
45,1,214068,16,1,1,1,0,0,50,0,1,0,1
44,1,116632,14,1,1,1,0,0,50,0,1,0,1
23,1,240160,12,0,1,1,0,0,40,0,1,0,0
23,0,284651,13,0,1,0,0,0,43,1,0,0,0
39,0,141420,10,1,1,1,0,0,40,1,0,0,0
19,1,42750,10,0,1,1,0,0,55,0,0,0,0
54,1,165278,10,1,1,1,0,0,40,0,1,0,1
40,1,167265,14,0,1,1,0,0,43,0,1,0,0
44,1,139907,10,0,1,1,0,0,50,1,0,0,0
31,0,236415,10,1,1,0,0,0,20,1,0,0,1
33,1,118941,13,1,1,0,0,0,32,0,1,0,1
32,1,198068,9,0,1,1,0,0,60,0,0,1,0
36,1,373952,6,1,1,1,0,0,40,0,0,1,0
47,0,236111,10,1,0,1,0,0,55,0,1,0,1
80,1,157778,14,0,1,0,0,0,10,0,1,0,0
21,1,143604,10,0,1,0,0,0,8,1,0,0,0
35,0,319831,10,1,1,1,0,0,60,0,0,1,0
30,1,137606,9,1,1,1,5013,0,40,0,0,1,0
49,1,268234,4,1,1,1,0,0,40,0,0,0,0
33,1,100135,9,1,1,0,0,1740,25,1,0,0,0
53,0,34973,10,1,1,1,0,0,45,0,0,1,0
41,1,323790,9,0,1,1,0,0,55,0,0,0,0
19,1,125591,10,0,1,0,0,0,40,0,0,0,0
28,1,60772,13,0,1,0,0,0,45,0,1,0,0
42,0,74680,14,0,1,1,0,2001,60,1,0,0,0
29,0,141185,10,1,1,1,0,0,55,0,0,1,0
26,1,273792,10,0,1,1,0,0,20,0,0,0,0
40,1,343068,10,0,1,0,0,0,40,0,1,0,0
36,0,177907,16,0,1,1,0,0,40,0,1,0,1
28,1,144063,9,1,1,1,0,0,40,0,1,0,0
25,0,257574,13,0,0,0,0,0,20,1,0,0,0
42,0,67065,9,1,1,1,0,0,60,0,0,1,0
32,1,183356,9,0,1,1,0,0,40,0,0,1,0
32,1,152940,12,0,1,1,0,0,30,1,0,0,0
37,1,227128,3,1,1,1,0,0,40,0,0,1,0
39,0,45607,9,1,1,1,0,0,56,1,0,0,0
49,1,155489,13,1,1,1,0,0,40,0,0,1,0
19,1,165115,9,0,1,0,0,0,40,1,0,0,0
31,1,49923,9,1,1,1,0,0,40,0,0,1,0
40,1,272240,9,0,1,0,0,0,40,0,0,1,0
59,1,194290,9,1,1,1,0,0,48,0,0,1,0
52,1,145548,12,1,1,1,0,0,40,1,0,0,1
27,1,175262,13,0,1,1,0,0,40,0,1,0,0
45,0,37306,13,1,1,1,0,0,45,0,1,0,1
23,1,174626,9,0,1,1,0,0,25,0,0,0,0
35,1,215310,7,0,1,1,0,0,40,0,0,0,0
